status_id,page_id,post_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,status_published_year,status_published_month,status_published_days,status_published_wdays,status_published_hour,status_published_minute
1050855161656896_1099960953412983,1050855161656890,1099960953412980,photo,2016-11-04T00:31:00Z,211,9,10,211,0,0,0,0,0,2016,Nov,4,FRI,0,31
1050855161656896_1101056653303413,1050855161656890,1101056653303410,status,2016-11-05T02:16:00Z,5,0,0,5,0,0,0,0,0,2016,Nov,5,SAT,2,16
1050855161656896_1108606362548442,1050855161656890,1108606362548440,status,2016-11-11T20:46:00Z,63,0,1,62,1,0,0,0,0,2016,Nov,11,FRI,20,46
1050855161656896_1109047615837650,1050855161656890,1109047615837650,photo,2016-11-12T05:36:00Z,308,35,36,304,3,0,1,0,0,2016,Nov,12,SAT,5,36
1050855161656896_1109982355744176,1050855161656890,1109982355744170,photo,2016-11-13T01:31:00Z,6,1,0,6,0,0,0,0,0,2016,Nov,13,SUN,1,31
1050855161656896_1111664612242617,1050855161656890,1111664612242610,photo,2016-11-14T11:56:00Z,42,0,3,42,0,0,0,0,0,2016,Nov,14,MON,11,56
1050855161656896_1113441882064890,1050855161656890,1113441882064890,photo,2016-11-16T06:55:00Z,426,27,21,404,1,0,21,0,0,2016,Nov,16,WED,6,55
1050855161656896_1114469971962081,1050855161656890,1114469971962080,photo,2016-11-17T05:31:00Z,9,4,0,9,0,0,0,0,0,2016,Nov,17,THU,5,31
1050855161656896_1117642204978191,1050855161656890,1117642204978190,photo,2016-11-20T06:34:00Z,117,5,1,117,0,0,0,0,0,2016,Nov,20,SUN,6,34
1050855161656896_1123850711024007,1050855161656890,1123850711024000,photo,2016-11-26T10:06:00Z,105,3,4,105,0,0,0,0,0,2016,Nov,26,SAT,10,6
1050855161656896_1131341893608222,1050855161656890,1131341893608220,photo,2016-12-05T00:21:00Z,293,4,13,288,5,0,0,0,0,2016,Dec,5,MON,0,21
1050855161656896_1142012472541164,1050855161656890,1142012472541160,photo,2016-12-16T04:33:00Z,110,0,2,110,0,0,0,0,0,2016,Dec,16,FRI,4,33
1050855161656896_1145354242206987,1050855161656890,1145354242206980,photo,2016-12-20T03:31:00Z,63,1,1,63,0,0,0,0,0,2016,Dec,20,TUE,3,31
1050855161656896_1148776701864741,1050855161656890,1148776701864740,photo,2016-12-24T14:16:00Z,281,6,4,277,2,1,1,0,0,2016,Dec,24,SAT,14,16
1050855161656896_1149964931745918,1050855161656890,1149964931745910,photo,2016-12-26T05:26:00Z,185,6,0,181,2,2,0,0,0,2016,Dec,26,MON,5,26
1050855161656896_1158522910890120,1050855161656890,1158522910890120,photo,2017-01-06T04:50:00Z,15,0,1,11,2,1,1,0,0,2017,Jan,6,FRI,4,50
1050855161656896_1161057800636631,1050855161656890,1161057800636630,photo,2017-01-09T10:11:00Z,973,45,63,953,13,6,1,0,0,2017,Jan,9,MON,10,11
1050855161656896_1172253536183724,1050855161656890,1172253536183720,photo,2017-01-21T23:18:00Z,266,7,3,265,1,0,0,0,0,2017,Jan,21,SAT,23,18
1050855161656896_1184329494976128,1050855161656890,1184329494976120,photo,2017-01-31T11:26:00Z,203,0,4,200,1,1,1,0,0,2017,Jan,31,TUE,11,26
1050855161656896_1192127984196279,1050855161656890,1192127984196270,photo,2017-02-07T11:00:00Z,9,0,2,7,0,1,1,0,0,2017,Feb,7,TUE,11,0
1050855161656896_1193010037441407,1050855161656890,1193010037441400,photo,2017-02-08T10:23:00Z,43,4,5,39,2,1,1,0,0,2017,Feb,8,WED,10,23
1050855161656896_1193611060714638,1050855161656890,1193611060714630,photo,2017-02-09T04:33:00Z,207,10,3,202,0,4,1,0,0,2017,Feb,9,THU,4,33
1050855161656896_1195433797199031,1050855161656890,1195433797199030,photo,2017-02-11T11:40:00Z,685,1,7,678,5,1,1,0,0,2017,Feb,11,SAT,11,40
1050855161656896_1206578036084607,1050855161656890,1206578036084600,photo,2017-02-22T03:11:00Z,129,4,4,126,1,1,1,0,0,2017,Feb,22,WED,3,11
1050855161656896_1213724428703301,1050855161656890,1213724428703300,photo,2017-03-01T01:13:00Z,9,0,2,6,2,0,1,0,0,2017,Mar,1,WED,1,13
1050855161656896_1215941701814907,1050855161656890,1215941701814900,video,2017-03-03T09:39:00Z,36,240,20,33,2,1,0,0,0,2017,Mar,3,FRI,9,39
1050855161656896_1218290844913326,1050855161656890,1218290844913320,status,2017-03-05T13:41:00Z,6,0,1,6,0,0,0,0,0,2017,Mar,5,SUN,13,41
1050855161656896_1225721190836958,1050855161656890,1225721190836950,photo,2017-03-12T08:58:00Z,154,43,6,147,4,3,0,0,0,2017,Mar,12,SUN,8,58
1050855161656896_1226645850744492,1050855161656890,1226645850744490,status,2017-03-13T09:29:00Z,9,0,0,8,1,0,0,0,0,2017,Mar,13,MON,9,29
1050855161656896_1232976596778084,1050855161656890,1232976596778080,photo,2017-03-20T12:10:00Z,5,0,0,5,0,0,0,0,0,2017,Mar,20,MON,12,10
1050855161656896_1238674186208325,1050855161656890,1238674186208320,status,2017-03-27T01:49:00Z,239,2,4,238,1,0,0,0,0,2017,Mar,27,MON,1,49
1050855161656896_1264281273647616,1050855161656890,1264281273647610,photo,2017-04-22T23:42:00Z,2,0,0,2,0,0,0,0,0,2017,Apr,22,SAT,23,42
1050855161656896_1271422482933495,1050855161656890,1271422482933490,photo,2017-05-01T05:45:00Z,164,60,12,160,3,1,0,0,0,2017,May,1,MON,5,45
1050855161656896_1272212692854474,1050855161656890,1272212692854470,status,2017-05-02T02:13:00Z,8,0,0,8,0,0,0,0,0,2017,May,2,TUE,2,13
1050855161656896_1279675472108196,1050855161656890,1279675472108190,status,2017-05-10T21:17:00Z,6,0,0,6,0,0,0,0,0,2017,May,10,WED,21,17
1050855161656896_1286465221429221,1050855161656890,1286465221429220,photo,2017-05-19T04:41:00Z,0,0,0,0,0,0,0,0,0,2017,May,19,FRI,4,41
1050855161656896_1333210613421348,1050855161656890,1333210613421340,photo,2017-07-08T11:00:00Z,4,0,0,4,0,0,0,0,0,2017,Jul,8,SAT,11,0
1050855161656896_1336502213092188,1050855161656890,1336502213092180,photo,2017-07-12T03:11:00Z,132,9,1,132,0,0,0,0,0,2017,Jul,12,WED,3,11
1050855161656896_1339303366145406,1050855161656890,1339303366145400,photo,2017-07-15T01:33:00Z,174,0,12,174,0,0,0,0,0,2017,Jul,15,SAT,1,33
1050855161656896_1339390826136660,1050855161656890,1339390826136660,video,2017-07-15T04:42:00Z,324,4472,232,278,33,5,5,3,0,2017,Jul,15,SAT,4,42
1050855161656896_1339706342771775,1050855161656890,1339706342771770,video,2017-07-15T10:52:00Z,253,4432,167,209,29,5,5,5,0,2017,Jul,15,SAT,10,52
1050855161656896_1340512812691128,1050855161656890,1340512812691120,photo,2017-07-16T06:23:00Z,43,2,0,39,2,2,0,0,0,2017,Jul,16,SUN,6,23
1050855161656896_1341500015925741,1050855161656890,1341500015925740,photo,2017-07-17T07:06:00Z,61,4,1,61,0,0,0,0,0,2017,Jul,17,MON,7,6
1050855161656896_1341548359254240,1050855161656890,1341548359254240,video,2017-07-17T08:01:00Z,300,5404,219,245,44,1,7,2,1,2017,Jul,17,MON,8,1
1050855161656896_1341697885905954,1050855161656890,1341697885905950,video,2017-07-17T09:53:00Z,11,1,0,10,1,0,0,0,0,2017,Jul,17,MON,9,53
1050855161656896_1342350635840679,1050855161656890,1342350635840670,photo,2017-07-18T02:22:00Z,7,0,1,7,0,0,0,0,0,2017,Jul,18,TUE,2,22
1050855161656896_1342351255840617,1050855161656890,1342351255840610,photo,2017-07-18T02:23:00Z,14,0,0,14,0,0,0,0,0,2017,Jul,18,TUE,2,23
1050855161656896_1342389539170122,1050855161656890,1342389539170120,status,2017-07-18T03:41:00Z,13,0,0,12,1,0,0,0,0,2017,Jul,18,TUE,3,41
1050855161656896_1342462995829443,1050855161656890,1342462995829440,photo,2017-07-18T05:53:00Z,13,0,0,13,0,0,0,0,0,2017,Jul,18,TUE,5,53
1050855161656896_1342465582495851,1050855161656890,1342465582495850,photo,2017-07-18T05:57:00Z,22,1,2,22,0,0,0,0,0,2017,Jul,18,TUE,5,57
1050855161656896_1342485892493820,1050855161656890,1342485892493820,photo,2017-07-18T06:16:00Z,17,0,1,16,1,0,0,0,0,2017,Jul,18,TUE,6,16
1050855161656896_1342492505826492,1050855161656890,1342492505826490,status,2017-07-18T06:27:00Z,21,2,2,21,0,0,0,0,0,2017,Jul,18,TUE,6,27
1050855161656896_1342626595813083,1050855161656890,1342626595813080,photo,2017-07-18T09:02:00Z,51,8,1,43,1,1,6,0,0,2017,Jul,18,TUE,9,2
1050855161656896_1342672452475164,1050855161656890,1342672452475160,video,2017-07-18T10:10:00Z,211,4487,135,186,22,1,0,1,1,2017,Jul,18,TUE,10,10
1050855161656896_1344610848947991,1050855161656890,1344610848947990,status,2017-07-20T09:31:00Z,27,8,0,27,0,0,0,0,0,2017,Jul,20,THU,9,31
1050855161656896_1344669528942123,1050855161656890,1344669528942120,video,2017-07-20T10:50:00Z,127,2303,109,106,19,2,0,0,0,2017,Jul,20,THU,10,50
1050855161656896_1345338845541858,1050855161656890,1345338845541850,status,2017-07-21T01:18:00Z,37,10,0,37,0,0,0,0,0,2017,Jul,21,FRI,1,18
1050855161656896_1346328615442881,1050855161656890,1346328615442880,photo,2017-07-22T02:25:00Z,90,6,0,87,2,1,0,0,0,2017,Jul,22,SAT,2,25
1050855161656896_1346375802104829,1050855161656890,1346375802104820,video,2017-07-22T04:11:00Z,181,2641,131,154,21,4,2,0,0,2017,Jul,22,SAT,4,11
1050855161656896_1346435248765551,1050855161656890,1346435248765550,video,2017-07-22T05:20:00Z,96,880,35,85,8,1,0,2,0,2017,Jul,22,SAT,5,20
1050855161656896_1347543045321438,1050855161656890,1347543045321430,photo,2017-07-23T06:30:00Z,24,0,1,24,0,0,0,0,0,2017,Jul,23,SUN,6,30
1050855161656896_1348686921873717,1050855161656890,1348686921873710,status,2017-07-24T07:43:00Z,32,5,2,31,1,0,0,0,0,2017,Jul,24,MON,7,43
1050855161656896_1348762731866136,1050855161656890,1348762731866130,video,2017-07-24T08:44:00Z,266,5000,153,234,27,2,1,1,1,2017,Jul,24,MON,8,44
1050855161656896_1348976931844716,1050855161656890,1348976931844710,status,2017-07-24T13:08:00Z,15,0,0,15,0,0,0,0,0,2017,Jul,24,MON,13,8
1050855161656896_1349471495128593,1050855161656890,1349471495128590,photo,2017-07-25T02:32:00Z,29,0,0,28,1,0,0,0,0,2017,Jul,25,TUE,2,32
1050855161656896_1349484061794003,1050855161656890,1349484061794000,photo,2017-07-25T02:47:00Z,18,1,0,18,0,0,0,0,0,2017,Jul,25,TUE,2,47
1050855161656896_1349498091792600,1050855161656890,1349498091792600,photo,2017-07-25T03:16:00Z,7,0,0,7,0,0,0,0,0,2017,Jul,25,TUE,3,16
1050855161656896_1349498505125892,1050855161656890,1349498505125890,photo,2017-07-25T03:17:00Z,12,0,0,12,0,0,0,0,0,2017,Jul,25,TUE,3,17
1050855161656896_1349558485119894,1050855161656890,1349558485119890,video,2017-07-25T05:05:00Z,175,3863,167,156,15,1,3,0,0,2017,Jul,25,TUE,5,5
1050855161656896_1349558781786531,1050855161656890,1349558781786530,video,2017-07-25T05:05:00Z,17,0,0,17,0,0,0,0,0,2017,Jul,25,TUE,5,5
1050855161656896_1349785701763839,1050855161656890,1349785701763830,video,2017-07-25T09:39:00Z,142,1348,70,125,13,0,3,1,0,2017,Jul,25,TUE,9,39
1050855161656896_1351536421588767,1050855161656890,1351536421588760,photo,2017-07-27T03:08:00Z,60,1,0,58,1,1,0,0,0,2017,Jul,27,THU,3,8
1050855161656896_1351641681578241,1050855161656890,1351641681578240,status,2017-07-27T05:46:00Z,25,2,0,24,0,0,1,0,0,2017,Jul,27,THU,5,46
1050855161656896_1351719188237157,1050855161656890,1351719188237150,video,2017-07-27T07:56:00Z,178,3683,120,150,23,2,1,2,0,2017,Jul,27,THU,7,56
1050855161656896_1351877658221310,1050855161656890,1351877658221310,status,2017-07-27T10:57:00Z,13,0,0,13,0,0,0,0,0,2017,Jul,27,THU,10,57
1050855161656896_1352080761534333,1050855161656890,1352080761534330,photo,2017-07-27T16:28:00Z,32,7,0,32,0,0,0,0,0,2017,Jul,27,THU,16,28
1050855161656896_1352631754812567,1050855161656890,1352631754812560,photo,2017-07-28T07:18:00Z,20,0,0,19,1,0,0,0,0,2017,Jul,28,FRI,7,18
1050855161656896_1354289421313467,1050855161656890,1354289421313460,photo,2017-07-30T05:51:00Z,53,6,1,50,3,0,0,0,0,2017,Jul,30,SUN,5,51
1050855161656896_1354398624635880,1050855161656890,1354398624635880,video,2017-07-30T08:37:00Z,229,3966,157,200,23,0,5,1,0,2017,Jul,30,SUN,8,37
1050855161656896_1354510004624742,1050855161656890,1354510004624740,video,2017-07-30T10:38:00Z,4,1,0,4,0,0,0,0,0,2017,Jul,30,SUN,10,38
1050855161656896_1356064827802593,1050855161656890,1356064827802590,video,2017-08-01T08:36:00Z,173,1773,105,153,17,1,1,1,0,2017,Aug,1,TUE,8,36
1050855161656896_1356752937733782,1050855161656890,1356752937733780,photo,2017-08-02T04:07:00Z,25,0,0,23,0,2,0,0,0,2017,Aug,2,WED,4,7
1050855161656896_1356878307721245,1050855161656890,1356878307721240,video,2017-08-02T07:42:00Z,180,3367,132,157,17,3,3,0,0,2017,Aug,2,WED,7,42
1050855161656896_1356970897711986,1050855161656890,1356970897711980,video,2017-08-02T09:15:00Z,99,870,50,78,15,2,4,0,0,2017,Aug,2,WED,9,15
1050855161656896_1357676964308046,1050855161656890,1357676964308040,photo,2017-08-03T02:44:00Z,63,10,6,63,0,0,0,0,0,2017,Aug,3,THU,2,44
1050855161656896_1357860400956369,1050855161656890,1357860400956360,video,2017-08-03T08:31:00Z,159,3146,123,139,16,0,1,2,1,2017,Aug,3,THU,8,31
1050855161656896_1357951584280584,1050855161656890,1357951584280580,video,2017-08-03T10:07:00Z,4,0,0,4,0,0,0,0,0,2017,Aug,3,THU,10,7
1050855161656896_1358497980892611,1050855161656890,1358497980892610,status,2017-08-03T23:52:00Z,32,2,0,30,2,0,0,0,0,2017,Aug,3,THU,23,52
1050855161656896_1358511540891255,1050855161656890,1358511540891250,photo,2017-08-04T00:22:00Z,188,13,8,184,2,2,0,0,0,2017,Aug,4,FRI,0,22
1050855161656896_1361488730593536,1050855161656890,1361488730593530,photo,2017-08-07T05:17:00Z,70,4,1,68,0,0,2,0,0,2017,Aug,7,MON,5,17
1050855161656896_1361607953914947,1050855161656890,1361607953914940,video,2017-08-07T08:18:00Z,112,1729,91,95,15,0,1,0,1,2017,Aug,7,MON,8,18
1050855161656896_1361619573913785,1050855161656890,1361619573913780,video,2017-08-07T08:27:00Z,12,0,0,12,0,0,0,0,0,2017,Aug,7,MON,8,27
1050855161656896_1362401353835607,1050855161656890,1362401353835600,photo,2017-08-08T06:29:00Z,37,1,0,35,2,0,0,0,0,2017,Aug,8,TUE,6,29
1050855161656896_1363152630427146,1050855161656890,1363152630427140,video,2017-08-09T04:44:00Z,116,1577,50,98,11,2,4,1,0,2017,Aug,9,WED,4,44
1050855161656896_1363222123753530,1050855161656890,1363222123753530,video,2017-08-09T06:09:00Z,106,1681,31,81,19,1,1,4,0,2017,Aug,9,WED,6,9
1050855161656896_1363401843735558,1050855161656890,1363401843735550,video,2017-08-09T10:05:00Z,120,2773,89,106,10,1,2,1,0,2017,Aug,9,WED,10,5
1050855161656896_1363405010401908,1050855161656890,1363405010401900,video,2017-08-09T10:08:00Z,16,0,0,16,0,0,0,0,0,2017,Aug,9,WED,10,8
1050855161656896_1364933366915739,1050855161656890,1364933366915730,photo,2017-08-11T03:03:00Z,100,9,2,94,3,2,1,0,0,2017,Aug,11,FRI,3,3
1050855161656896_1364967880245621,1050855161656890,1364967880245620,video,2017-08-11T04:18:00Z,216,3625,140,179,32,4,1,0,0,2017,Aug,11,FRI,4,18
1050855161656896_1365077140234695,1050855161656890,1365077140234690,video,2017-08-11T06:59:00Z,123,1078,70,113,8,0,1,1,0,2017,Aug,11,FRI,6,59
1050855161656896_1365712426837833,1050855161656890,1365712426837830,status,2017-08-11T23:32:00Z,50,6,0,49,1,0,0,0,0,2017,Aug,11,FRI,23,32
1050855161656896_1365815480160861,1050855161656890,1365815480160860,photo,2017-08-12T02:42:00Z,70,3,0,70,0,0,0,0,0,2017,Aug,12,SAT,2,42
1050855161656896_1365944296814646,1050855161656890,1365944296814640,video,2017-08-12T06:41:00Z,205,2635,146,171,29,1,1,1,2,2017,Aug,12,SAT,6,41
1050855161656896_1365947926814283,1050855161656890,1365947926814280,video,2017-08-12T06:46:00Z,7,0,0,7,0,0,0,0,0,2017,Aug,12,SAT,6,46
1050855161656896_1366568010085608,1050855161656890,1366568010085600,photo,2017-08-12T22:22:00Z,81,13,1,79,0,2,0,0,0,2017,Aug,12,SAT,22,22
1050855161656896_1366688203406922,1050855161656890,1366688203406920,video,2017-08-13T01:13:00Z,264,4615,199,217,42,4,1,0,0,2017,Aug,13,SUN,1,13
1050855161656896_1366778846731191,1050855161656890,1366778846731190,status,2017-08-13T03:10:00Z,19,0,0,18,1,0,0,0,0,2017,Aug,13,SUN,3,10
1050855161656896_1366794706729605,1050855161656890,1366794706729600,video,2017-08-13T03:34:00Z,251,4642,184,211,33,2,2,2,1,2017,Aug,13,SUN,3,34
1050855161656896_1366831593392583,1050855161656890,1366831593392580,video,2017-08-13T04:06:00Z,17,0,0,17,0,0,0,0,0,2017,Aug,13,SUN,4,6
1050855161656896_1366945246714551,1050855161656890,1366945246714550,photo,2017-08-13T06:54:00Z,49,2,0,49,0,0,0,0,0,2017,Aug,13,SUN,6,54
1050855161656896_1367009440041465,1050855161656890,1367009440041460,video,2017-08-13T08:31:00Z,256,4214,163,216,33,1,2,4,0,2017,Aug,13,SUN,8,31
1050855161656896_1367128250029584,1050855161656890,1367128250029580,video,2017-08-13T10:47:00Z,407,4225,179,318,55,4,26,4,0,2017,Aug,13,SUN,10,47
1050855161656896_1367266713349071,1050855161656890,1367266713349070,status,2017-08-13T13:29:00Z,31,3,0,30,1,0,0,0,0,2017,Aug,13,SUN,13,29
1050855161656896_1367635526645523,1050855161656890,1367635526645520,photo,2017-08-13T23:19:00Z,88,14,0,71,0,9,0,7,1,2017,Aug,13,SUN,23,19
1050855161656896_1368031486605927,1050855161656890,1368031486605920,status,2017-08-14T10:38:00Z,33,4,0,33,0,0,0,0,0,2017,Aug,14,MON,10,38
1050855161656896_1368340483241694,1050855161656890,1368340483241690,status,2017-08-14T17:51:00Z,43,1,2,42,0,1,0,0,0,2017,Aug,14,MON,17,51
1050855161656896_1368529333222809,1050855161656890,1368529333222800,photo,2017-08-14T22:37:00Z,78,36,0,73,0,0,1,0,4,2017,Aug,14,MON,22,37
1050855161656896_1368664833209259,1050855161656890,1368664833209250,photo,2017-08-15T02:35:00Z,86,12,1,79,3,4,0,0,0,2017,Aug,15,TUE,2,35
1050855161656896_1368857556523320,1050855161656890,1368857556523320,photo,2017-08-15T08:15:00Z,75,6,1,73,2,0,0,0,0,2017,Aug,15,TUE,8,15
1050855161656896_1368931673182575,1050855161656890,1368931673182570,status,2017-08-15T10:02:00Z,29,7,0,27,0,0,0,2,0,2017,Aug,15,TUE,10,2
1050855161656896_1369447163131026,1050855161656890,1369447163131020,status,2017-08-15T23:23:00Z,31,9,0,28,0,0,2,1,0,2017,Aug,15,TUE,23,23
1050855161656896_1369472436461832,1050855161656890,1369472436461830,photo,2017-08-16T00:16:00Z,18,1,0,17,1,0,0,0,0,2017,Aug,16,WED,0,16
1050855161656896_1369586223117120,1050855161656890,1369586223117120,status,2017-08-16T03:57:00Z,43,4,0,40,0,0,3,0,0,2017,Aug,16,WED,3,57
1050855161656896_1369634396445636,1050855161656890,1369634396445630,video,2017-08-16T05:42:00Z,247,3529,163,217,17,1,8,4,0,2017,Aug,16,WED,5,42
1050855161656896_1369724873103255,1050855161656890,1369724873103250,status,2017-08-16T07:44:00Z,23,3,0,22,1,0,0,0,0,2017,Aug,16,WED,7,44
1050855161656896_1369778776431198,1050855161656890,1369778776431190,video,2017-08-16T08:59:00Z,198,2167,136,170,19,1,5,2,1,2017,Aug,16,WED,8,59
1050855161656896_1370575236351552,1050855161656890,1370575236351550,status,2017-08-17T07:12:00Z,34,0,0,33,1,0,0,0,0,2017,Aug,17,THU,7,12
1050855161656896_1371285696280506,1050855161656890,1371285696280500,photo,2017-08-18T04:25:00Z,88,8,4,82,3,3,0,0,0,2017,Aug,18,FRI,4,25
1050855161656896_1371362292939513,1050855161656890,1371362292939510,status,2017-08-18T06:53:00Z,25,0,0,22,0,0,0,3,0,2017,Aug,18,FRI,6,53
1050855161656896_1371468142928928,1050855161656890,1371468142928920,video,2017-08-18T08:36:00Z,114,1431,78,94,11,2,6,1,0,2017,Aug,18,FRI,8,36
1050855161656896_1371526086256467,1050855161656890,1371526086256460,video,2017-08-18T09:37:00Z,57,366,13,49,5,0,3,0,0,2017,Aug,18,FRI,9,37
1050855161656896_1371605386248537,1050855161656890,1371605386248530,status,2017-08-18T11:11:00Z,22,2,0,22,0,0,0,0,0,2017,Aug,18,FRI,11,11
1050855161656896_1371620299580379,1050855161656890,1371620299580370,video,2017-08-18T11:34:00Z,76,1829,91,69,6,0,0,1,0,2017,Aug,18,FRI,11,34
1050855161656896_1372100432865699,1050855161656890,1372100432865690,video,2017-08-19T01:01:00Z,112,1540,90,100,10,0,1,1,0,2017,Aug,19,SAT,1,1
1050855161656896_1372143976194678,1050855161656890,1372143976194670,video,2017-08-19T02:02:00Z,59,444,23,48,8,0,3,0,0,2017,Aug,19,SAT,2,2
1050855161656896_1372321762843566,1050855161656890,1372321762843560,photo,2017-08-19T06:52:00Z,47,4,3,43,2,2,0,0,0,2017,Aug,19,SAT,6,52
1050855161656896_1372403982835344,1050855161656890,1372403982835340,photo,2017-08-19T08:59:00Z,37,2,0,36,0,1,0,0,0,2017,Aug,19,SAT,8,59
1050855161656896_1372453266163749,1050855161656890,1372453266163740,video,2017-08-19T10:05:00Z,104,1732,99,92,6,0,4,0,2,2017,Aug,19,SAT,10,5
1050855161656896_1372559459486463,1050855161656890,1372559459486460,photo,2017-08-19T12:06:00Z,48,0,2,48,0,0,0,0,0,2017,Aug,19,SAT,12,6
